(3, 8, True),29816,30775,0.492086
(7, 11, False),98618,81610,0.547185
(0, 12, False),101552,79365,0.561318
(6, 11, True),31740,28275,0.528868
(1, 2, True),26562,34160,0.437436
(0, 9, False),85245,95128,0.472604
(4, 12, False),96839,83555,0.536819
(2, 5, False),84925,95835,0.469822
(5, 10, True),31187,29065,0.517609
(7, 7, False),46958,43373,0.519844
(2, 6, False),85500,94832,0.474126
(1, 11, True),31734,28625,0.525754
(1, 8, True),29205,30858,0.486239
(8, 11, False),97245,84375,0.535431
(4, 6, False),86409,94497,0.477646
(2, 11, False),90371,89832,0.501496
(6, 6, False),45164,45205,0.499773
(8, 8, False),47978,42442,0.530613
(0, 4, True),24113,36280,0.399268
(2, 12, False),92425,87955,0.512391
(0, 7, True),28127,32000,0.467793
(6, 12, False),94780,86263,0.523522
(3, 10, False),89325,91374,0.494330
(5, 8, False),91583,89399,0.506034
(1, 5, False),82717,98126,0.457397
(10, 10, False),50057,40389,0.553446
(6, 9, False),93974,86293,0.521305
(0, 1, True),25731,34660,0.426073
(3, 9, False),87062,93913,0.481072
(6, 10, False),95692,85093,0.529314
(4, 9, True),30279,30076,0.501682
(3, 4, False),90581,89763,0.502268
(1, 3, False),80251,100985,0.442798
(0, 8, True),26155,34335,0.432386
(7, 8, True),31028,28991,0.516970
(0, 11, True),30210,29460,0.506285
(3, 3, False),42143,48397,0.465463
(2, 4, True),28850,31457,0.478386
(2, 3, True),27342,33310,0.450801
(5, 11, False),91114,89341,0.504913
(5, 8, True),30464,29736,0.506047
(1, 9, False),89377,92184,0.492270
(8, 10, True),33693,26507,0.559684
(2, 10, True),27368,32995,0.453390
(2, 9, True),29794,30242,0.496269
(9, 12, False),101068,79503,0.559713
(11, 12, True),34937,25388,0.579146
(4, 5, True),28902,31372,0.479510
(0, 6, False),79595,101467,0.439601
(0, 3, False),76884,104435,0.424026
(9, 10, False),103064,79008,0.566062
(5, 7, False),89376,91651,0.493716
(3, 12, True),30976,29030,0.516215
(8, 12, True),30189,30175,0.500116
(6, 8, True),32178,28248,0.532519
(0, 0, False),38128,52554,0.420458
(4, 11, False),92031,89742,0.506296
(7, 10, False),96657,83490,0.536545
(1, 6, True),27819,32479,0.461359
(4, 8, False),91367,89471,0.505242
(3, 5, True),29252,30722,0.487745
(3, 6, True),28927,31366,0.479774
(5, 9, True),27136,32935,0.451732
(7, 9, False),97487,82878,0.540498
(0, 10, False),88573,91922,0.490723
(2, 2, False),40460,50126,0.446647
(7, 12, False),96982,84075,0.535643
(1, 12, True),31478,29162,0.519096
(2, 7, False),84406,95639,0.468805
(8, 12, False),101600,79170,0.562040
(5, 12, True),32743,27587,0.542732
